Scope,Comparison Class,Field,Expected,Actual,Absolute Difference,Canonical Expected,Canonical Actual,Behavioral Match,Status,Explanation
R0_K1 D0 trade ledger,NUMERIC_VALUE,Costs,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.98801000504e-11,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 trade ledger,NUMERIC_VALUE,Net PnL,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.99971974932e-09,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 trade ledger,NUMERIC_VALUE,R Multiple,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.97890617623e-12,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 trade ledger,NUMERIC_VALUE,Net R,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.97890617623e-12,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 trade ledger,NUMERIC_VALUE,Bars Held,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R0_K1 D0 trade ledger,NUMERIC_VALUE,Holding Sessions,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R0_K1 D0 trade ledger,NUMERIC_VALUE,Selection Rank,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R0_K1 D0 trade ledger,NUMERIC_VALUE,Selection Score,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R3_K1 D0 trade ledger,ROW_AND_KEY_IDENTITY,Policy|Signal ID,205,205,0,ALL_KEYS_IDENTICAL,ALL_KEYS_IDENTICAL,True,PASS_EXACT,Exact sorted row count and key membership comparison.
R3_K1 D0 trade ledger,DISCRETE_BEHAVIOR,Ticker,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 trade ledger,DISCRETE_BEHAVIOR,Signal Date,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 trade ledger,DISCRETE_BEHAVIOR,Entry Date,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 trade ledger,DISCRETE_BEHAVIOR,Exit Date,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 trade ledger,DISCRETE_BEHAVIOR,Exit Reason,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 trade ledger,DISCRETE_BEHAVIOR,Quantity,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 trade ledger,DISCRETE_BEHAVIOR,Daily K,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 trade ledger,DISCRETE_BEHAVIOR,Same-Date Candidate Count,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Executed Entry,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,2.72830220638e-08,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Executed Exit,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,5.00003807247e-08,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Gross PnL,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.98039298691e-09,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Costs,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.99085217598e-11,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Net PnL,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.95379026688e-09,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 trade ledger,NUMERIC_VALUE,R Multiple,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.97890617623e-12,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Net R,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.97890617623e-12,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Bars Held,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Holding Sessions,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Selection Rank,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R3_K1 D0 trade ledger,NUMERIC_VALUE,Selection Score,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R0_K1 D0 daily portfolio,ROW_AND_KEY_IDENTITY,Policy|Date,2636,2636,0,ALL_KEYS_IDENTICAL,ALL_KEYS_IDENTICAL,True,PASS_EXACT,Exact sorted row count and key membership comparison.
R0_K1 D0 daily portfolio,DISCRETE_BEHAVIOR,Date,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R0_K1 D0 daily portfolio,DISCRETE_BEHAVIOR,Open Positions,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R0_K1 D0 daily portfolio,NUMERIC_VALUE,Equity,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.99843736179e-07,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 daily portfolio,NUMERIC_VALUE,Daily Return %,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.90207874293e-12,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 daily portfolio,NUMERIC_VALUE,Cash,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.84520569444e-07,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 daily portfolio,NUMERIC_VALUE,Invested Value,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.60931914859e-07,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 daily portfolio,NUMERIC_VALUE,Exposure,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.99489338779e-13,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 daily portfolio,NUMERIC_VALUE,Realized PnL,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.99971974932e-09,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R0_K1 D0 daily portfolio,NUMERIC_VALUE,Costs,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.99653651787e-11,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 daily portfolio,ROW_AND_KEY_IDENTITY,Policy|Date,2636,2636,0,ALL_KEYS_IDENTICAL,ALL_KEYS_IDENTICAL,True,PASS_EXACT,Exact sorted row count and key membership comparison.
R3_K1 D0 daily portfolio,DISCRETE_BEHAVIOR,Date,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 daily portfolio,DISCRETE_BEHAVIOR,Open Positions,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D0 daily portfolio,NUMERIC_VALUE,Equity,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.99931047671e-07,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 daily portfolio,NUMERIC_VALUE,Daily Return %,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.96602758915e-12,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 daily portfolio,NUMERIC_VALUE,Cash,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.85335476696e-07,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 daily portfolio,NUMERIC_VALUE,Invested Value,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.98053850606e-07,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 daily portfolio,NUMERIC_VALUE,Exposure,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.9998893914e-13,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 daily portfolio,NUMERIC_VALUE,Realized PnL,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.95379026688e-09,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D0 daily portfolio,NUMERIC_VALUE,Costs,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.99085217598e-11,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
