Scope,Comparison Class,Field,Expected,Actual,Absolute Difference,Canonical Expected,Canonical Actual,Behavioral Match,Status,Explanation
R3_K1 D1 trade ledger,DISCRETE_BEHAVIOR,Entry Date,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D1 trade ledger,DISCRETE_BEHAVIOR,Exit Date,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D1 trade ledger,DISCRETE_BEHAVIOR,Exit Reason,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D1 trade ledger,DISCRETE_BEHAVIOR,Quantity,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D1 trade ledger,DISCRETE_BEHAVIOR,Daily K,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D1 trade ledger,DISCRETE_BEHAVIOR,Same-Date Candidate Count,ALL_EQUAL,ALL_EQUAL,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Discrete fields require exact identity; no tolerance or rounding is allowed.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Executed Entry,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,2.72830220638e-08,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Executed Exit,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,5.00003807247e-08,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Gross PnL,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.81941242469e-09,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Costs,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.97379915032e-11,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Net PnL,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.8480615078e-09,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D1 trade ledger,NUMERIC_VALUE,R Multiple,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.7970516448e-12,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Net R,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,4.7970516448e-12,ALL_EQUAL,ALL_EQUAL,True,PASS_SERIALIZATION_ONLY,Frozen Stage 4A.2 parity artifacts define numeric identity by the six-decimal serialized delta; the canonical delta is exactly zero and the full-precision delta is retained as a diagnostic.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Bars Held,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Holding Sessions,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Selection Rank,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
R3_K1 D1 trade ledger,NUMERIC_VALUE,Selection Score,FULL_FROZEN_REFERENCE_COLUMN,FULL_CURRENT_REPLAY_COLUMN,0,ALL_EQUAL,ALL_EQUAL,True,PASS_EXACT,Full-precision numeric values are exactly identical.
